INSERT INTO 'recipe' (result, first_ingredient, second_ingredient) VALUES ('fire', 'fire', 'alcohol'),
 ('fire', 'fire', 'coal'),
 ('nest', 'egg', 'grass'),
 ('nest', 'bird', 'house'),
 ('nest', 'egg', 'container'),
 ('net', 'fish', 'rope'),
 ('net', 'swordfish', 'rope'),
 ('net', 'fishing rod', 'rope'),
 ('net', 'flying fish', 'rope'),
 ('night', 'sky', 'moon'),
 ('night', 'time', 'day'),
 ('night', 'time', 'moon'),
 ('night', 'time', 'twilight'),
 ('ninja', 'human', 'shuriken'),
 ('ninja', 'human', 'katana'),
 ('ninja turtle', 'turtle', 'ninja'),
 ('ninja turtle', 'turtle', 'shuriken'),
 ('ninja turtle', 'turtle', 'katana'),
 ('nuts', 'tree', 'farmer'),
 ('nuts', 'tree', 'domestication'),
 ('nuts', 'tree', 'field'),
 ('oasis', 'water', 'desert'),
 ('oasis', 'desert', 'puddle'),
 ('oasis', 'desert', 'pond'),
 ('oasis', 'desert', 'lake'),
 ('oasis', 'desert', 'river'),
 ('oasis', 'desert', 'stream'),
 ('oasis', 'tree', 'desert'),
 ('oasis', 'desert', 'palm'),
 ('obsidian', 'water', 'lava'),
 ('obsidian', 'lava', 'cold'),
 ('obsidian', 'lava', 'glass'),
 ('ocean', 'water', 'sea'),
 ('ocean', 'sea', 'big'),
 ('ocean', 'tide', 'container'),
 ('ocean', 'sea', 'sea'),
 ('oil', 'pressure', 'sunflower'),
 ('oil', 'stone', 'sunflower'),
 ('oil', 'wheel', 'sunflower'),
 ('omelette', 'fire', 'egg'),
 ('omelette', 'egg', 'heat'),
 ('omelette', 'egg', 'tool'),
 ('orchard', 'field', 'fruit tree'),
 ('orchard', 'tree', 'fruit tree'),
 ('orchard', 'farmer', 'fruit tree'),
 ('orchard', 'fruit tree', 'farm'),
 ('orchard', 'forest', 'fruit tree'),
 ('orchard', 'fruit tree', 'container'),
 ('ore', 'hammer', 'boulder'),
 ('ore', 'earth', 'hammer'),
 ('ore', 'hammer', 'rock'),
 ('ore', 'stone', 'hammer'),
 ('ore', 'hammer', 'hill'),
 ('ore', 'mountain', 'hammer'),
 ('organic matter', 'life', 'death'),
 ('organic matter', 'life', 'science'),
 ('organic matter', 'bacteria', 'death'),
 ('organic matter', 'corpse', 'science'),
 ('ostrich', 'earth', 'bird'),
 ('ostrich', 'sand', 'bird'),
 ('ostrich', 'earth', 'eagle'),
 ('ostrich', 'sand', 'eagle'),
 ('ostrich', 'earth', 'chicken'),
 ('ostrich', 'sand', 'chicken'),
 ('ostrich', 'bird', 'big'),
 ('owl', 'bird', 'night'),
 ('owl', 'bird', 'wizard'),
 ('owl', 'bird', 'twilight'),
 ('owl', 'bird', 'moon'),
 ('oxygen', 'plant', 'sun'),
 ('oxygen', 'tree', 'sun'),
 ('oxygen', 'grass', 'sun'),
 ('oxygen', 'sun', 'algae'),
 ('oxygen', 'plant', 'carbon dioxide'),
 ('oxygen', 'tree', 'carbon dioxide'),
 ('oxygen', 'grass', 'carbon dioxide'),
 ('oxygen', 'algae', 'carbon dioxide'),
 ('ozone', 'oxygen', 'oxygen'),
 ('paint', 'water', 'rainbow'),
 ('paint', 'water', 'double rainbow!'),
 ('paint', 'water', 'pencil'),
 ('paint', 'pottery', 'rainbow'),
 ('paint', 'tool', 'rainbow'),
 ('paint', 'pottery', 'double rainbow!'),
 ('paint', 'tool', 'double rainbow!'),
 ('paint', 'rainbow', 'liquid'),
 ('paint', 'double rainbow!', 'liquid'),
 ('paint', 'pencil', 'liquid'),
 ('painter', 'human', 'paint'),
 ('painter', 'human', 'canvas'),
 ('painter', 'human', 'painting'),
 ('painting', 'canvas', 'painter'),
 ('painting', 'paint', 'canvas'),
 ('paleontologist', 'human', 'dinosaur'),
 ('paleontologist', 'human', 'fossil'),
 ('paleontologist', 'dinosaur', 'science'),
 ('paleontologist', 'fossil', 'science'),
 ('palm', 'tree', 'beach'),
 ('palm', 'island', 'tree'),
 ('palm', 'sand', 'tree'),
 ('pan flute', 'flute', 'flute'),
 ('paper', 'pressure', 'wood'),
 ('paper', 'water', 'wood'),
 ('paper cup', 'paper', 'cup'),
 ('park', 'forest', 'city'),
 ('park', 'forest', 'village'),
 ('park', 'garden', 'city'),
 ('park', 'garden', 'village'),
 ('park', 'grass', 'city'),
 ('park', 'grass', 'village'),
 ('park', 'field', 'city'),
 ('park', 'field', 'village'),
 ('parrot', 'bird', 'pirate'),
 ('parrot', 'bird', 'pirate ship'),
 ('parrot', 'pirate', 'pigeon'),
 ('parrot', 'pigeon', 'pirate ship'),
 ('pasta', 'egg', 'flour'),
 ('peacock', 'bird', 'leaf'),
 ('peacock', 'bird', 'double rainbow!'),
 ('peat', 'plant', 'swamp'),
 ('peat', 'pressure', 'swamp'),
 ('peat', 'time', 'swamp'),
 ('peat', 'time', 'grass'),
 ('pebble', 'stone', 'small'),
 ('pebble', 'earth', 'small'),
 ('pebble', 'small', 'rock'),
 ('pegasus', 'bird', 'horse'),
 ('pegasus', 'sky', 'horse'),
 ('pegasus', 'bird', 'unicorn'),
 ('pegasus', 'sky', 'unicorn'),
 ('pencil', 'wood', 'charcoal'),
 ('pencil', 'coal', 'wood'),
 ('pencil sharpener', 'blade', 'pencil'),
 ('pencil sharpener', 'sword', 'pencil'),
 ('penguin', 'bird', 'antarctica'),
 ('penguin', 'bird', 'cold'),
 ('penguin', 'bird', 'ice'),
 ('penguin', 'bird', 'snow'),
 ('penguin', 'animal', 'antarctica'),
 ('perfume', 'water', 'flower'),
 ('perfume', 'steam', 'flower'),
 ('perfume', 'alcohol', 'flower'),
 ('perfume', 'water', 'rose'),
 ('perfume', 'steam', 'rose'),
 ('perfume', 'alcohol', 'rose'),
 ('perfume', 'water', 'sunflower'),
 ('perfume', 'steam', 'sunflower'),
 ('perfume', 'sunflower', 'alcohol'),
 ('petroleum', 'pressure', 'fossil'),
 ('petroleum', 'time', 'fossil'),
 ('petroleum', 'fossil', 'liquid'),
 ('petroleum', 'water', 'fossil'),
 ('philosophy', 'human', 'idea'),
 ('philosophy', 'human', 'story'),
 ('philosophy', 'egg', 'chicken'),
 ('phoenix', 'fire', 'bird'),
 ('phoenix', 'fire', 'death'),
 ('phoenix', 'fire', 'life'),
 ('phoenix', 'fire', 'egg'),
 ('pie', 'dough', 'fruit'),
 ('pie', 'fruit', 'cookie dough'),
 ('pie', 'dough', 'meat'),
 ('pie', 'fruit', 'baker'),
 ('pie', 'fruit', 'bakery'),
 ('pig', 'mud', 'livestock'),
 ('pig', 'mud', 'animal'),
 ('pig', 'mud', 'cow'),
 ('pigeon', 'bird', 'letter'),
 ('pigeon', 'bird', 'city'),
 ('pigeon', 'bird', 'statue'),
 ('pigeon', 'bird', 'village'),
 ('pinocchio', 'life', 'wood'),
 ('pinocchio', 'golem', 'story'),
 ('pinocchio', 'wood', 'story'),
 ('pipe', 'wood', 'tobacco'),
 ('pipe', 'tool', 'tobacco'),
 ('pipe', 'tobacco', 'container'),
 ('piranha', 'fish', 'blood'),
 ('piranha', 'fish', 'wolf'),
 ('pirate', 'sword', 'sailor'),
 ('pirate', 'sailor', 'pirate ship'),
 ('pirate ship', 'sailboat', 'pirate'),
 ('pirate ship', 'boat', 'pirate'),
 ('pirate ship', 'pirate', 'container'),
 ('pirate ship', 'house', 'pirate'),
 ('pitchfork', 'tool', 'hay'),
 ('pitchfork', 'metal', 'hay'),
 ('pitchfork', 'steel', 'hay'),
 ('planet', 'continent', 'continent'),
 ('planet', 'ocean', 'continent'),
 ('planet', 'earth', 'space'),
 ('planet', 'earth', 'solar system'),
 ('planet', 'earth', 'sky'),
 ('plankton', 'water', 'life'),
 ('plankton', 'ocean', 'life'),
 ('plankton', 'sea', 'life'),
 ('plankton', 'water', 'bacteria'),
 ('plankton', 'ocean', 'bacteria'),
 ('plankton', 'sea', 'bacteria'),
 ('plant', 'tree', 'small'),
 ('plant', 'water', 'seed'),
 ('plant', 'soil', 'seed'),
 ('plant', 'land', 'seed'),
 ('plant', 'earth', 'seed'),
 ('plant', 'grass', 'big'),
 ('plant', 'algae', 'land'),
 ('plant', 'earth', 'algae'),
 ('plant', 'life', 'soil'),
 ('plant', 'rain', 'soil'),
 ('plasma', 'star', 'science'),
 ('plasma', 'sun', 'science'),
 ('plasma', 'pressure', 'heat'),
 ('plasma', 'heat', 'heat'),
 ('platypus', 'beaver', 'duck'),
 ('platypus', 'bird', 'beaver'),
 ('platypus', 'beaver', 'seagull'),
 ('plow', 'earth', 'metal'),
 ('plow', 'metal', 'field'),
 ('plow', 'earth', 'steel'),
 ('plow', 'steel', 'field'),
 ('plow', 'earth', 'wood'),
 ('plow', 'wood', 'field'),
 ('plow', 'tool', 'field'),
 ('polar bear', 'animal', 'ice'),
 ('polar bear', 'animal', 'arctic'),
 ('pollen', 'dust', 'plant'),
 ('pollen', 'wind', 'plant'),
 ('pollen', 'dust', 'flower'),
 ('pollen', 'wind', 'flower'),
 ('pond', 'water', 'puddle'),
 ('pond', 'puddle', 'big'),
 ('pond', 'lake', 'small'),
 ('pond', 'puddle', 'puddle'),
 ('potato', 'earth', 'vegetable'),
 ('potter', 'human', 'pottery'),
 ('potter', 'human', 'clay'),
 ('pottery', 'clay', 'wheel'),
 ('pottery', 'clay', 'tool'),
 ('pressure', 'air', 'air'),
 ('pressure', 'atmosphere', 'atmosphere'),
 ('pressure', 'air', 'atmosphere'),
 ('pressure', 'geyser', 'science'),
 ('pressure', 'ocean', 'ocean'),
 ('primordial soup', 'lava', 'ocean'),
 ('primordial soup', 'lava', 'sea'),
 ('primordial soup', 'ocean', 'planet'),
 ('primordial soup', 'earth', 'ocean'),
 ('primordial soup', 'sea', 'planet'),
 ('primordial soup', 'earth', 'sea'),
 ('prism', 'glass', 'rainbow'),
 ('prism', 'glass', 'double rainbow!'),
 ('prism', 'rainbow', 'crystal ball'),
 ('prism', 'double rainbow!', 'crystal ball'),
 ('pterodactyl', 'air', 'dinosaur'),
 ('pterodactyl', 'sky', 'dinosaur'),
 ('pterodactyl', 'bird', 'dinosaur'),
 ('pterodactyl', 'dinosaur', 'eagle'),
 ('pterodactyl', 'dinosaur', 'vulture'),
 ('puddle', 'water', 'water'),
 ('puddle', 'pond', 'small'),
 ('pumpkin', 'field', 'vegetable'),
 ('pumpkin', 'farmer', 'vegetable'),
 ('pumpkin', 'vegetable', 'jack-o-lantern'),
 ('pumpkin', 'plant', 'jack-o-lantern'),
 ('pyramid', 'stone', 'desert'),
 ('pyramid', 'grave', 'desert'),
 ('pyramid', 'graveyard', 'desert'),
 ('pyramid', 'desert', 'mountain'),
 ('pyramid', 'desert', 'hill'),
 ('pyramid', 'desert', 'gravestone'),
 ('pyramid', 'mummy', 'container'),
 ('quicksand', 'sand', 'swamp'),
 ('quicksilver', 'metal', 'liquid'),
 ('rabbit', 'animal', 'carrot'),
 ('rabbit', 'rabbit', 'rabbit'),
 ('rain', 'cloud', 'heat'),
 ('rain', 'fire', 'idea'),
 ('rain', 'fire', 'science'),
 ('rainbow', 'rain', 'sun'),
 ('rainbow', 'water', 'sun'),
 ('rainbow', 'sun', 'prism'),
 ('rainforest', 'rain', 'forest'),
 ('rat', 'animal', 'pirate ship'),
 ('rat', 'sailboat', 'animal'),
 ('rat', 'mouse', 'pirate ship'),
 ('rat', 'sailboat', 'mouse'),
 ('rat', 'mouse', 'city'),
 ('rat', 'mouse', 'village'),
 ('rat', 'mouse', 'big'),
 ('recipe', 'flour', 'paper'),
 ('recipe', 'meat', 'paper'),
 ('recipe', 'paper', 'baker'),
 ('recipe', 'paper', 'bakery'),
 ('recipe', 'paper', 'vegetable'),
 ('recipe', 'fruit', 'paper'),
 ('recipe', 'paper', 'cook'),
 ('reed', 'plant', 'pond'),
 ('reed', 'plant', 'puddle'),
 ('reed', 'grass', 'pond'),
 ('reed', 'grass', 'puddle'),
 ('reed', 'swamp', 'grass'),
 ('reed', 'plant', 'swamp'),
 ('reed', 'plant', 'river'),
 ('reed', 'grass', 'river'),
 ('ring', 'diamond', 'metal'),
 ('ring', 'diamond', 'gold'),
 ('ring', 'diamond', 'steel'),
 ('ring', 'love', 'gold'),
 ('ring', 'diamond', 'love'),
 ('ring', 'metal', 'love'),
 ('ring', 'steel', 'love'),
 ('ring', 'love', 'gold'),
 ('river', 'lake', 'motion'),
 ('river', 'big', 'stream'),
 ('river', 'water', 'mountain'),
 ('river', 'rain', 'mountain'),
 ('river', 'rain', 'hill'),
 ('rivulet', 'puddle', 'motion'),
 ('rivulet', 'stream', 'small'),
 ('rock', 'big', 'pebble'),
 ('rock', 'small', 'boulder'),
 ('rock', 'pebble', 'pebble'),
 ('rock', 'stone', 'pebble'),
 ('rock', 'earth', 'pebble'),
 ('roe', 'egg', 'fish'),
 ('roe', 'water', 'egg'),
 ('roe', 'ocean', 'egg'),
 ('roe', 'sea', 'egg'),
 ('roe', 'egg', 'lake'),
 ('roe', 'egg', 'flying fish'),
 ('rope', 'thread', 'thread'),
 ('rope', 'tool', 'sailboat'),
 ('rope', 'tool', 'pirate ship'),
 ('rope', 'tool', 'boat'),
 ('rose', 'plant', 'love'),
 ('rose', 'love', 'flower'),
 ('rose', 'blade', 'flower'),
 ('rose', 'plant', 'blade'),
 ('ruins', 'time', 'castle'),
 ('ruins', 'time', 'house'),
 ('ruins', 'time', 'village'),
 ('ruins', 'time', 'city'),
 ('ruins', 'time', 'farm'),
 ('ruler', 'wood', 'pencil'),
 ('rust', 'air', 'metal'),
 ('rust', 'air', 'steel'),
 ('rust', 'wind', 'metal'),
 ('rust', 'wind', 'steel'),
 ('rust', 'metal', 'oxygen'),
 ('rust', 'steel', 'oxygen'),
 ('sack', 'flour', 'container'),
 ('sack', 'salt', 'container'),
 ('sack', 'letter', 'container'),
 ('saddle', 'horse', 'leather'),
 ('saddle', 'tool', 'horse'),
 ('saddle', 'horse', 'fabric'),
 ('sailboat', 'wind', 'boat'),
 ('sailboat', 'boat', 'fabric'),
 ('sailor', 'human', 'boat'),
 ('sailor', 'human', 'sailboat'),
 ('sailor', 'ocean', 'human'),
 ('sailor', 'sea', 'human'),
 ('sailor', 'human', 'lake'),
 ('salt', 'ocean', 'sun'),
 ('salt', 'sea', 'sun'),
 ('salt', 'fire', 'ocean'),
 ('salt', 'fire', 'sea'),
 ('salt', 'ocean', 'mineral'),
 ('salt', 'sea', 'mineral'),
 ('sand', 'air', 'stone'),
 ('sand', 'wind', 'stone'),
 ('sand', 'air', 'rock'),
 ('sand', 'wind', 'rock'),
 ('sand', 'air', 'pebble'),
 ('sand', 'wind', 'pebble'),
 ('sand castle', 'sand', 'castle'),
 ('sand castle', 'beach', 'castle'),
 ('sand castle', 'desert', 'castle'),
 ('sand castle', 'dune', 'castle'),
 ('sandstone', 'stone', 'sand'),
 ('sandstone', 'sand', 'rock'),
 ('sandstone', 'earth', 'sand'),
 ('sandstorm', 'storm', 'sand'),
 ('sandstorm', 'tornado', 'sand'),
 ('sandstorm', 'sand', 'motion'),
 ('sandstorm', 'storm', 'desert'),
 ('sandstorm', 'tornado', 'desert'),
 ('sandstorm', 'wind', 'desert'),
 ('sandstorm', 'desert', 'motion'),
 ('sap', 'tree', 'blade'),
 ('saturn', 'ring', 'planet'),
 ('saturn', 'small', 'jupiter'),
 ('scarecrow', 'human', 'hay'),
 ('scarecrow', 'hay', 'statue'),
 ('scarecrow', 'golem', 'hay'),
 ('scarecrow', 'statue', 'farm'),
 ('scarecrow', 'barn', 'statue'),
 ('scarecrow', 'pumpkin', 'sack'),
 ('scarecrow', 'jack-o-lantern', 'sack'),
 ('scarecrow', 'hay', 'sack'),
 ('science', 'human', 'universe'),
 ('scissors', 'blade', 'blade'),
 ('scissors', 'sword', 'sword'),
 ('scissors', 'blade', 'sword'),
 ('scissors', 'blade', 'paper'),
 ('scissors', 'sword', 'paper'),
 ('scorpion', 'animal', 'dune'),
 ('scorpion', 'sand', 'animal'),
 ('scorpion', 'dune', 'spider'),
 ('scorpion', 'sand', 'spider'),
 ('scorpion', 'desert', 'spider'),
 ('scythe', 'blade', 'grass'),
 ('scythe', 'blade', 'wheat'),
 ('scythe', 'grass', 'sword'),
 ('scythe', 'wheat', 'sword'),
 ('scythe', 'axe', 'grass'),
 ('scythe', 'axe', 'wheat'),
 ('sea', 'water', 'lake'),
 ('sea', 'lake', 'big'),
 ('sea', 'ocean', 'small'),
 ('sea', 'lake', 'lake'),
 ('seagull', 'sea', 'bird'),
 ('seagull', 'ocean', 'bird'),
 ('seagull', 'bird', 'beach'),
 ('seagull', 'sea', 'pigeon'),
 ('seagull', 'ocean', 'pigeon'),
 ('seagull', 'beach', 'pigeon'),
 ('seagull', 'sea', 'rat'),
 ('seagull', 'ocean', 'rat'),
 ('seagull', 'beach', 'rat'),
 ('seahorse', 'ocean', 'horse'),
 ('seahorse', 'sea', 'horse'),
 ('seahorse', 'water', 'horse'),
 ('seahorse', 'fish', 'horse'),
 ('seahorse', 'horse', 'lake'),
 ('seal', 'sea', 'dog'),
 ('seal', 'ocean', 'dog'),
 ('seal', 'dog', 'arctic'),
 ('seal', 'dog', 'lake'),
 ('seal', 'water', 'dog'),
 ('seasickness', 'boat', 'sickness'),
 ('seasickness', 'sailboat', 'sickness'),
 ('seasickness', 'ocean', 'sickness'),
 ('seasickness', 'sea', 'sickness'),
 ('seasickness', 'sickness', 'lake'),
 ('seaweed', 'ocean', 'plant'),
 ('seaweed', 'sea', 'plant'),
 ('seaweed', 'plant', 'lake'),
 ('seaweed', 'ocean', 'grass'),
 ('seaweed', 'sea', 'grass'),
 ('seed', 'plant', 'pollen'),
 ('seed', 'bee', 'pollen'),
 ('seed', 'time', 'flower'),
 ('shark', 'ocean', 'blood'),
 ('shark', 'sea', 'blood'),
 ('shark', 'ocean', 'wolf'),
 ('shark', 'fish', 'blood'),
 ('shark', 'fish', 'wolf'),
 ('sheep', 'livestock', 'wool'),
 ('sheep', 'livestock', 'hill'),
 ('sheep', 'livestock', 'land'),
 ('sheep', 'cloud', 'livestock'),
 ('sheep', 'goat', 'domestication'),
 ('sheep', 'mountain goat', 'domestication'),
 ('sheet music', 'paper', 'music'),
 ('sheet music', 'music', 'book'),
 ('shuriken', 'blade', 'star'),
 ('shuriken', 'sword', 'star'),
 ('shuriken', 'metal', 'star'),
 ('shuriken', 'steel', 'star'),
 ('shuriken', 'blade', 'ninja'),
 ('sickness', 'human', 'bacteria'),
 ('sickness', 'swamp', 'human'),
 ('sickness', 'human', 'sickness'),
 ('silo', 'wheat', 'container'),
 ('silo', 'house', 'wheat'),
 ('silo', 'wheat', 'barn'),
 ('silo', 'wheat', 'wall'),
 ('silo', 'wheat', 'farm'),
 ('skeleton', 'time', 'corpse'),
 ('skeleton', 'bone', 'bone'),
 ('skeleton', 'corpse', 'bone'),
 ('sky', 'air', 'cloud'),
 ('sky', 'sun', 'atmosphere'),
 ('sky', 'moon', 'sun'),
 ('sloth', 'time', 'animal'),
 ('sloth', 'tree', 'manatee'),
 ('small', 'bacteria', 'philosophy'),
 ('small', 'oxygen', 'philosophy'),
 ('small', 'carbon dioxide', 'philosophy'),
 ('small', 'ozone', 'philosophy'),
 ('small', 'pebble', 'philosophy'),
 ('small', 'rivulet', 'philosophy'),
 ('small', 'ant', 'philosophy'),
 ('small', 'spider', 'philosophy'),
 ('small', 'bee', 'philosophy'),
 ('small', 'confetti', 'philosophy'),
 ('small', 'scorpion', 'philosophy'),
 ('small', 'seahorse', 'philosophy'),
 ('smog', 'smoke', 'fog'),
 ('smog', 'fog', 'city'),
 ('smog', 'smoke', 'city'),
 ('smog', 'atmosphere', 'city'),
 ('smog', 'air', 'city'),
 ('smoke', 'earth', 'gas'),
 ('smoke', 'water', 'campfire'),
 ('smoke', 'time', 'campfire'),
 ('smoke', 'storm', 'campfire'),
 ('smoke', 'fire', 'plant'),
 ('smoke', 'fire', 'grass'),
 ('smoke', 'fire', 'tree'),
 ('smoke', 'fire', 'wood'),
 ('smoke', 'fire', 'air'),
 ('smoke signal', 'campfire', 'fabric'),
 ('smoke signal', 'smoke', 'fabric'),
 ('smoke signal', 'smoke', 'letter'),
 ('snake', 'animal', 'rope'),
 ('snow', 'rain', 'cold'),
 ('snow', 'steam', 'cold'),
 ('snow', 'rain', 'mountain'),
 ('snow', 'rain', 'mountain range'),
 ('snowball', 'stone', 'snow'),
 ('snowball', 'snow', 'rock'),
 ('snowball', 'earth', 'snow'),
 ('snowball', 'human', 'snow'),
 ('snowman', 'human', 'snow'),
 ('snowman', 'snow', 'carrot'),
 ('snowman', 'snowball', 'carrot'),
 ('snowman', 'coal', 'snow'),
 ('snowman', 'coal', 'snowball'),
 ('snowman', 'snowball', 'snowball'),
 ('soap', 'ash', 'oil'),
 ('soap', 'ash', 'wax'),
 ('soap', 'oil', 'wax'),
 ('soap', 'clay', 'wax'),
 ('soap', 'clay', 'oil'),
 ('soil', 'earth', 'life'),
 ('soil', 'earth', 'organic matter'),
 ('soil', 'life', 'land'),
 ('soil', 'land', 'organic matter'),
 ('solar system', 'planet', 'planet'),
 ('solar system', 'sun', 'planet'),
 ('solar system', 'sun', 'container'),
 ('solar system', 'planet', 'container'),
 ('solar system', 'mars', 'container'),
 ('solar system', 'mercury', 'container'),
 ('solar system', 'jupiter', 'container'),
 ('solid', 'earth', 'idea'),
 ('solid', 'earth', 'science'),
 ('sound', 'air', 'wave'),
 ('sound', 'human', 'wave'),
 ('sound', 'wave', 'wolf'),
 ('sound', 'wave', 'animal'),
 ('space', 'sky', 'star'),
 ('space', 'sun', 'star'),
 ('space', 'moon', 'star'),
 ('space', 'night', 'solar system'),
 ('space', 'sky', 'solar system'),
 ('spaceship', 'metal', 'space'),
 ('spaceship', 'steel', 'space'),
 ('spaceship', 'space', 'pirate ship'),
 ('spaceship', 'boat', 'space'),
 ('sphinx', 'lion', 'statue'),
 ('sphinx', 'desert', 'statue'),
 ('sphinx', 'statue', 'pyramid'),
 ('sphinx', 'stone', 'lion'),
 ('spider', 'animal', 'thread'),
 ('spider', 'animal', 'web'),
 ('spider', 'animal', 'net'),
 ('sprinkles', 'sugar', 'confetti'),
 ('sprinkles', 'rainbow', 'sugar'),
 ('sprinkles', 'double rainbow!', 'sugar'),
 ('sprinkles', 'sugar', 'paint'),
 ('squirrel', 'tree', 'mouse'),
 ('squirrel', 'plant', 'mouse'),
 ('squirrel', 'mouse', 'nuts'),
 ('squirrel', 'animal', 'nuts'),
 ('star', 'sky', 'night'),
 ('star', 'sky', 'space'),
 ('star', 'night', 'space'),
 ('star', 'sun', 'space'),
 ('starfish', 'fish', 'star'),
 ('starfish', 'sea', 'star'),
 ('starfish', 'ocean', 'star'),
 ('statue', 'stone', 'hammer'),
 ('statue', 'hammer', 'boulder'),
 ('statue', 'human', 'medusa'),
 ('statue', 'sailor', 'medusa'),
 ('statue', 'farmer', 'medusa'),
 ('statue', 'baker', 'medusa'),
 ('statue', 'drunk', 'medusa'),
 ('statue', 'mirror', 'medusa'),
 ('steak', 'fire', 'cow'),
 ('steak', 'fire', 'meat'),
 ('steam', 'water', 'heat'),
 ('steam', 'water', 'fire'),
 ('steam', 'water', 'lava'),
 ('steam', 'water', 'gas'),
 ('steel', 'metal', 'charcoal'),
 ('steel', 'coal', 'metal'),
 ('steel', 'metal', 'mineral'),
 ('steel', 'ash', 'metal'),
 ('steel wool', 'steel', 'wool'),
 ('steel wool', 'metal', 'wool'),
 ('stone', 'earth', 'solid'),
 ('stone', 'earth', 'pressure'),
 ('stone', 'air', 'lava'),
 ('storm', 'cloud', 'cloud'),
 ('storm', 'rain', 'wind'),
 ('story', 'human', 'campfire'),
 ('story', 'human', 'hero'),
 ('stream', 'pond', 'motion'),
 ('stream', 'big', 'rivulet'),
 ('stream', 'river', 'small'),
 ('sugar', 'fire', 'juice'),
 ('sugar', 'energy', 'juice'),
 ('sugar', 'energy', 'fruit'),
 ('sugar', 'fire', 'fruit'),
 ('sugar', 'fire', 'alcohol'),
 ('sugar', 'energy', 'alcohol'),
 ('sugar', 'fire', 'beer'),
 ('sugar', 'energy', 'beer'),
 ('sugar', 'fire', 'wine'),
 ('sugar', 'energy', 'wine'),
 ('sun', 'fire', 'sky'),
 ('sun', 'day', 'space'),
 ('sun', 'sky', 'day'),
 ('sun', 'fire', 'planet'),
 ('sundial', 'wheel', 'sun'),
 ('sundial', 'wheel', 'day'),
 ('sundial', 'tool', 'sun'),
 ('sundial', 'tool', 'day'),
 ('sunflower', 'plant', 'sun'),
 ('sunflower', 'sun', 'flower'),
 ('supernova', 'explosion', 'star'),
 ('supernova', 'explosion', 'sun'),
 ('supernova', 'explosion', 'galaxy'),
 ('supernova', 'explosion', 'space'),
 ('sushi', 'fish', 'seaweed'),
 ('swamp', 'mud', 'grass'),
 ('swamp', 'mud', 'tree'),
 ('swamp', 'algae', 'lake'),
 ('swamp', 'algae', 'pond'),
 ('swamp', 'lake', 'reed'),
 ('swamp', 'pond', 'reed'),
 ('swamp', 'tree', 'lake'),
 ('sweater', 'tool', 'wool'),
 ('sweater', 'human', 'wool'),
 ('swimmer', 'water', 'human'),
 ('swimmer', 'human', 'pond'),
 ('sword', 'blade', 'wood'),
 ('sword', 'metal', 'blade'),
 ('sword', 'steel', 'blade'),
 ('swordfish', 'fish', 'sword'),
 ('swordfish', 'blade', 'fish'),
 ('swordfish', 'sword', 'shark'),
 ('swordfish', 'blade', 'shark'),
 ('tea', 'water', 'leaf'),
 ('tea', 'human', 'leaf'),
 ('tea', 'leaf', 'heat'),
 ('tent', 'wood', 'fabric'),
 ('tent', 'house', 'fabric'),
 ('tent', 'village', 'fabric'),
 ('tent', 'wall', 'fabric'),
 ('the one ring', 'volcano', 'ring'),
 ('the one ring', 'ring', 'magic'),
 ('thread', 'tool', 'cotton'),
 ('thread', 'cotton', 'cotton'),
 ('thread', 'wheel', 'cotton'),
 ('tide', 'ocean', 'moon'),
 ('tide', 'sea', 'moon'),
 ('tide', 'ocean', 'time'),
 ('tide', 'sea', 'time'),
 ('tobacco', 'plant', 'smoke'),
 ('tobacco', 'grass', 'smoke'),
 ('tobacco', 'fire', 'plant'),
 ('tool', 'metal', 'human'),
 ('tool', 'steel', 'human'),
 ('tool', 'human', 'wood'),
 ('tool', 'stone', 'human'),
 ('tool', 'human', 'rock'),
 ('tool', 'metal', 'wood'),
 ('tool', 'steel', 'wood'),
 ('tool', 'stone', 'wood'),
 ('tool', 'wood', 'rock'),
 ('toolbox', 'tool', 'container'),
 ('toolbox', 'hammer', 'container'),
 ('toolbox', 'hammer', 'box'),
 ('toolbox', 'tool', 'box'),
 ('toolbox', 'ruler', 'container'),
 ('toolbox', 'ruler', 'box'),
 ('toolbox', 'steel wool', 'container'),
 ('toolbox', 'steel wool', 'box'),
 ('toolbox', 'chain', 'box'),
 ('toolbox', 'chain', 'container'),
 ('tornado', 'storm', 'storm'),
 ('tornado', 'storm', 'wind'),
 ('tornado', 'storm', 'motion'),
 ('tornado', 'wind', 'big'),
 ('tornado', 'wind', 'wind'),
 ('tornado', 'wind', 'motion'),
 ('toucan', 'bird', 'rainbow'),
 ('toucan', 'bird', 'palm'),
 ('toucan', 'palm', 'seagull'),
 ('toucan', 'palm', 'pigeon'),
 ('toucan', 'palm', 'owl'),
 ('toucan', 'bird', 'double rainbow!'),
 ('treasure', 'pirate', 'treasure map'),
 ('treasure', 'pirate ship', 'treasure map'),
 ('treasure', 'island', 'treasure map'),
 ('treasure', 'sailor', 'treasure map'),
 ('treasure map', 'pirate', 'map'),
 ('treasure map', 'map', 'pirate ship'),
 ('treasure map', 'map', 'treasure'),
 ('treasure map', 'island', 'map'),
 ('tree', 'plant', 'big'),
 ('tree', 'plant', 'wood'),
 ('tree', 'nest', 'container'),
 ('treehouse', 'tree', 'house'),
